full_text,likes,comments,shares,total_engagement,hook_type,topic,angle,structure,visual_format,first_line,hook_150,url,_source,rank,source,totalEngagement,numLikes,numComments,numShares,lego_1_topic,lego_2_angle,lego_3_hook_type,lego_3_hook_text,lego_4_story_structure,lego_5_visual_format,lego_7_rhythm,post_url,lego_6_key_visual,image_url
"Don’t waste months chasing “maybe” deals like I did. Steal this instead.


I built this qualification framework after chasing too many “maybe” deals that wasted months of pipeline.

It’s taken us from $0 to $10M+ ARR.

Inside:
1/ How we set the stage
2/ Exact questions we ask to uncover pain, power, and budget
3/ What red flags to cut immediately
4/ The difference between “interest” and “deal energy”
5/ Phrases we use to close strong.

If you sell anything, save this.
If you lead a team, share t",,,,,Teacher,GTM/Sales,Tactical/Framework,Statement → Commentary,Text-only,Don’t waste months chasing “maybe” deals like I did. Steal this instead.,"Don’t waste months chasing “maybe” deals like I did. Steal this instead.


I built this qualification framework after chasing too many “maybe” deals t",,product_led_top50_idea_legos_analysis.csv,39.0,,827.0,767.0,51.0,9.0,Sales,Radical transparency,Teacher,Don’t waste months chasing “maybe” deals like I did. Steal this instead.   I built this qualification framework after chasing too many “maybe” deals t,Numbered Steps,image,Highly Varied (Musical),https://www.linkedin.com/posts/zhu-amanda_dont-waste-months-chasing-maybe-deals-activity-7325536081850814465-7j8o?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFxEsNYBNWvC4uK5PSM_ZIrfqdHc_Mnvqm4,See image URL,https://media.licdn.com/dms/image/v2/D5610AQGL3OCSIfwASA/image-shrink_20/B56ZamIPgoGgAY-/0/1746543902174?e=1770825600&v=beta&t=85wnvygQuRHhODUq9zOmiFV6ATXR-vLtfot8zsE-ntU
"This video cost $125K. 


Every AI product needs conversation data.
CRMs. Coaching tools. Clinical notes.

2,000+ companies build on Recall.ai - from Hubspot and ClickUp to Datadog.

To turn conversations into data their AI products can actually use.

Because we’re the API for meeting recording.

API to capture, store, and analyze conversations across video calls, desktop, dialers, phone, and in-person.

Build on Recall.ai.",,,,,Magician,Integration/Data,Insight/Observation,Statement → Commentary,Text-only,This video cost $125K.,"This video cost $125K. 


Every AI product needs conversation data.
CRMs. Coaching tools. Clinical notes.

2,000+ companies build on Recall.ai - from",,product_led_top50_idea_legos_analysis.csv,40.0,,815.0,671.0,123.0,21.0,Startup Journey,Founder perspective,Magician,"This video cost $125K.    Every AI product needs conversation data. CRMs. Coaching tools. Clinical notes.  2,000+ companies build on Recall.ai - from ",Narrative,linkedinVideo,Highly Varied (Musical),https://www.linkedin.com/posts/zhu-amanda_this-video-cost-125k-every-ai-product-activity-7374096643245268992-LiLR?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADqL1OcBAXWrRcuI4d2AcDfThU3o9n6KtZg,,
"HARDCORE STARTUP CULTURE IS BACK

And The Wall Street Journal just featured how we do it at Pylon.

When Advith, Robert, and I started the company we knew we wanted to play it in hardcore mode. Not once did we consider any sort of work-life balance. In fact, we embraced what we would eventually call work-life integration.

We lived in our office, worked 6 days a week, and spent every waking moment thinking about the company.

While most people think our way of operating is insane, they will neve",,,,,Teacher,Startup/Founder,Insight/Observation,Statement → Commentary,Text-only,HARDCORE STARTUP CULTURE IS BACK,"HARDCORE STARTUP CULTURE IS BACK

And The Wall Street Journal just featured how we do it at Pylon.

When Advith, Robert, and I started the company we",,product_led_top50_idea_legos_analysis.csv,41.0,,810.0,721.0,76.0,13.0,Startup Lessons,Founder perspective,Teacher,"HARDCORE STARTUP CULTURE IS BACK  And The Wall Street Journal just featured how we do it at Pylon.  When Advith, Robert, and I started the company we ",Narrative,image,Balanced,https://www.linkedin.com/posts/martykausas_hardcore-startup-culture-is-back-and-the-activity-7372297991237447680-woWP?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACQtiwkB6kGZiEBy4_4SPa_ge0XcIUugnbw,See image URL,https://media.licdn.com/dms/image/v2/D5610AQFvVH-8xDFDCw/image-shrink_800/B56Zk.p83sG4Ac-/0/1757692811501?e=1770825600&v=beta&t=FvOOiiUmw1nofeLDnZaR54CaJsU4xMZKGJ-fcebcfMw
"Today we're moving beyond Customer Support...

...and introducing Account Management.


When we started Pylon in 2022, we felt there was something off about the support products that our B2B customers were using. We realized that traditional support platforms had all been built for B2C.

In B2C, there is one customer-facing team: Customer Support. They just need a ticketing system.

In B2B, you have Customer Support, Customer Success, Professional Services, Solutions Engineering, Account Managem",,,,,Teacher,Engineering/Technical,Insight/Observation,Statement → Commentary,Text-only,Today we're moving beyond Customer Support...,"Today we're moving beyond Customer Support...

...and introducing Account Management.


When we started Pylon in 2022, we felt there was something off",,product_led_top50_idea_legos_analysis.csv,42.0,,807.0,690.0,93.0,24.0,Sales,Company milestone,Teacher,"Today we're moving beyond Customer Support...  ...and introducing Account Management.   When we started Pylon in 2022, we felt there was something off",Narrative,linkedinVideo,Highly Varied (Musical),https://www.linkedin.com/posts/martykausas_today-were-moving-beyond-customer-support-activity-7315403166957596672-SqFZ?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAGA-HVYBEDPuHHlo5gzALmI33BGYmZ9XSVY,,
"I stopped using resumes. Our time-to-hire dropped 80%.


After 100+ hours of interviews with “perfect on paper” candidates who flopped in reality, I gave up on resumes entirely.

Resumes reward good writers, not the best candidates.
They bias for polish, not performance.
And they over-index on credentials instead of actual capability.

So I rebuilt from zero:

1/ no resumes allowed.
I use LinkedIn profiles instead. They force me to focus on patterns, not paragraphs.

2/ pre-screen for what actua",,,,,Magician,Culture/Career,Insight/Observation,Statement → Commentary,Text-only,I stopped using resumes. Our time-to-hire dropped 80%.,"I stopped using resumes. Our time-to-hire dropped 80%.


After 100+ hours of interviews with “perfect on paper” candidates who flopped in reality, I g",,product_led_top50_idea_legos_analysis.csv,43.0,,804.0,682.0,108.0,14.0,Hiring,Contrarian take,Contrarian,"I stopped using resumes. Our time-to-hire dropped 80%.   After 100+ hours of interviews with “perfect on paper” candidates who flopped in reality, I g",Numbered Steps,text,Highly Varied (Musical),https://www.linkedin.com/posts/zhu-amanda_i-stopped-using-resumes-our-time-to-hire-activity-7326260844923621380-L3c_?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFxEsNYBNWvC4uK5PSM_ZIrfqdHc_Mnvqm4,,
"Day 397: They ghosted me AGAIN.
Day 422: Landed for $580K.

The CTO canceled at the last minute. For the 7th time.
14 months of work. 22 stakeholders. 3 different “champions.”

David Gu poured me a new cup of tea. “When do we call it?”

The numbers didn’t lie. We’d spent 118 hours on this prospect. Our runway was shrinking.
Other deals needed attention.

But something kept nagging at me. Our API usage from their pilot was still active. Growing, actually.

They weren’t uninterested. They were dro",,,,,Teacher,Engineering/Technical,Data/Numbers,Statement → Commentary,Text-only,Day 397: They ghosted me AGAIN.,"Day 397: They ghosted me AGAIN.
Day 422: Landed for $580K.

The CTO canceled at the last minute. For the 7th time.
14 months of work. 22 stakeholders.",,product_led_top50_idea_legos_analysis.csv,44.0,,780.0,727.0,48.0,5.0,Startup Journey,Founder perspective,Teacher,Day 397: They ghosted me AGAIN. Day 422: Landed for $580K.  The CTO canceled at the last minute. For the 7th time. 14 months of work. 22 stakeholders.,Problem → Solution,text,Staccato (Short/Punchy),https://www.linkedin.com/posts/zhu-amanda_day-397-they-ghosted-me-again-day-422-activity-7325173686741671937-Rc2v?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFxEsNYBNWvC4uK5PSM_ZIrfqdHc_Mnvqm4,,
"I’m COO and co-founder of a $250M company. At our company, COO doesn’t mean “operations.”

It means owning whatever the company needs most that the CEO shouldn’t.
At Recall.ai, that’s GTM.

The COO role took us through 4x growth YoY and into consistent enterprise inbound.

My co-founder and CEO, David, owns product, technical direction, and long-term vision.
I own making the machine that attracts and closes customers.

That includes:
- how we market
- how we price and package
- how sales, market",,,,,Magician,GTM/Sales,Insight/Observation,Statement → Commentary,Text-only,"I’m COO and co-founder of a $250M company. At our company, COO doesn’t mean “operations.”","I’m COO and co-founder of a $250M company. At our company, COO doesn’t mean “operations.”

It means owning whatever the company needs most that the CE",,product_led_top50_idea_legos_analysis.csv,45.0,,753.0,694.0,56.0,3.0,Startup Lessons,Founder perspective,Magician,"I’m COO and co-founder of a $250M company. At our company, COO doesn’t mean “operations.”  It means owning whatever the company needs most that the CE",List,image,Highly Varied (Musical),https://www.linkedin.com/posts/zhu-amanda_im-coo-and-co-founder-of-a-250m-company-activity-7406001301031018496-y9v4?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADRXRsIB9zu2az4kk3iUiGhojRxbcoUkI6g,See image URL,https://media.licdn.com/dms/image/v2/D5610AQHOMOcMxxKyPw/image-shrink_1280/B56Zsdm7b9GsAQ-/0/1765728304255?e=1770825600&v=beta&t=Om-XWMi-kt9xf6veGnknzIsMME8fo75GSb3qkQ05tK8
"Every new hire should deliver work on day 1. 

Engineers ship code.

SDRs make their first cold call.

Support resolves a ticket. 

CSMs join a customer call. 

Designers start on a new feature. 

Solutions engineers build an AI agent.

The best way for new hires to ramp is to just start doing the work. 


(And we're hiring! Link to apply in the comments.)",,,,,Teacher,Engineering/Technical,Insight/Observation,Statement → Commentary,Text-only,Every new hire should deliver work on day 1.,"Every new hire should deliver work on day 1. 

Engineers ship code.

SDRs make their first cold call.

Support resolves a ticket. 

CSMs join a custom",,product_led_top50_idea_legos_analysis.csv,46.0,,750.0,652.0,92.0,6.0,Sales,Founder perspective,Teacher,Every new hire should deliver work on day 1.   Engineers ship code.  SDRs make their first cold call.  Support resolves a ticket.   CSMs join a custom,Narrative,image,Short & Punchy,https://www.linkedin.com/posts/martykausas_every-new-hire-should-deliver-work-on-day-activity-7408914229073809408-wLCI?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEHDLbwB-JK2xPalIkKTkWX4cxwUb6Vcpic,See image URL,https://media.licdn.com/dms/image/v2/D5610AQHINsjQkN-bRw/image-shrink_20/B56ZtHAOqaHYAY-/0/1766422802972?e=1770825600&v=beta&t=oWf1kTJGzuMDTRT-jbRU7OVXGpcXB5S3U8NJBZf3yCI
"We spent $20k and 6 months getting SOC2 for a deal. The second we got it, they disappeared.

Early on, I took every sales objection at face value.

“Can you get SOC2 certification?”
“Sure! We’ll get right on it.”

I thought I was removing blockers. Instead, I was being led on.

“Great news! We have SOC2!”

No response. 
Or worse: “Actually… we also need X.”

That’s when it clicked: Most objections aren’t real real. They’re just polite ways to say no.

The easiest way to test an objection is to a",,,,,Magician,GTM/Sales,Personal Experience,Statement → Commentary,Text-only,"We spent $20k and 6 months getting SOC2 for a deal. The second we got it, they disappeared.","We spent $20k and 6 months getting SOC2 for a deal. The second we got it, they disappeared.

Early on, I took every sales objection at face value.

“C",,product_led_top50_idea_legos_analysis.csv,47.0,,728.0,627.0,91.0,10.0,Sales,Founder perspective,Experimenter,"We spent $20k and 6 months getting SOC2 for a deal. The second we got it, they disappeared.  Early on, I took every sales objection at face value.  “C",Narrative,text,Balanced,https://www.linkedin.com/posts/zhu-amanda_we-spent-20k-and-6-months-getting-soc2-for-activity-7310315780150030339-lABe?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAF9PVtYBn0ayEYj-TCT7SFDq_YLl5UBbV_o,,
"We built a clickfarm at our office.

The result was 1,000+ likes in 60 minutes.

Last week we announced our Series B and knew this would be a huge moment for the company. 

So we asked the entire team to come into the office at 8am and engage with the post and send it to everyone they knew.

Engineers who normally come in at 10am showed up before 8, sales team who's usually on calls was ready to engage. Everyone came early.

At 8am, every Pylon employee liked, commented, and reposted. Then each ",,,,,Teacher,Engineering/Technical,Insight/Observation,Statement → Commentary,Text-only,We built a clickfarm at our office.,"We built a clickfarm at our office.

The result was 1,000+ likes in 60 minutes.

Last week we announced our Series B and knew this would be a huge mom",,product_led_top50_idea_legos_analysis.csv,48.0,,728.0,668.0,58.0,2.0,Fundraising,Founder perspective,Fortune Teller,"We built a clickfarm at our office.  The result was 1,000+ likes in 60 minutes.  Last week we announced our Series B and knew this would be a huge mom",Narrative Arc,image,Highly Varied (Musical),https://www.linkedin.com/posts/martykausas_we-built-a-clickfarm-at-our-office-the-activity-7366862143658348544-0nc-?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADN3fVEB0WfoQ4ScbbnifJnnp6T1Y60M4FY,See image URL,https://media.licdn.com/dms/image/v2/D5610AQEkFIIrO7Q9Tw/image-shrink_800/B56ZjxaE5HHIAk-/0/1756396802814?e=1770825600&v=beta&t=XtDPzLcbgyXm7JXKq9F-1r9kSpQ_ogkjo91xOUk8a8A
"Today we're releasing our biggest product yet...

...the first AI Agent built for B2B support.


Since starting Pylon in 2022, we've observed that existing AI support products do not work well for B2B.

Why? They focus too much on end-to-end ticket deflection. This is great if you're a B2C company with high volume, transactional tickets. 

But if you're a B2B company, your support is...
→ more complex
→ involves multiple teams
→ requires context from more sources
→ is part of an ongoing relation",,,,,Teacher,AI/ML,Insight/Observation,Listicle/Breakdown,Text-only,Today we're releasing our biggest product yet...,"Today we're releasing our biggest product yet...

...the first AI Agent built for B2B support.


Since starting Pylon in 2022, we've observed that exi",,product_led_top50_idea_legos_analysis.csv,49.0,,710.0,569.0,112.0,29.0,Product Launch,Founder perspective,Teacher,"Today we're releasing our biggest product yet...  ...the first AI Agent built for B2B support.   Since starting Pylon in 2022, we've observed that exi",List,linkedinVideo,Highly Varied (Musical),https://www.linkedin.com/posts/martykausas_today-were-releasing-our-biggest-product-activity-7338232819686457344-I1_C?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAF20lcsBaMijVZH1XiDagZEAZlQ-3O_zrv0,,
"We hired a former YC founder at Pylon...

...and now we want more.

Aditya was part of YC W22 (one year before Pylon).

He joined us and quickly started executing, YC-style.

He spun up experiments to test 3 new growth channels. 

He set up marketing analytics to track touchpoints across the pipeline.

Former founders are perfect in high-growth environments where you have to move fast with almost no information. 

We want more team members who can do exactly that. 

So if you're an ex-founder an",,,,,Teacher,Startup/Founder,Insight/Observation,Statement → Commentary,Text-only,We hired a former YC founder at Pylon...,"We hired a former YC founder at Pylon...

...and now we want more.

Aditya was part of YC W22 (one year before Pylon).

He joined us and quickly start",,product_led_top50_idea_legos_analysis.csv,50.0,,710.0,666.0,42.0,2.0,Hiring,Founder perspective,Teacher,We hired a former YC founder at Pylon...  ...and now we want more.  Aditya was part of YC W22 (one year before Pylon).  He joined us and quickly start,Narrative,image,Balanced,https://www.linkedin.com/posts/martykausas_we-hired-a-former-yc-founder-at-pylon-activity-7392244885879287808-Xqco?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAE8SUUgBx-GWgM3RlL9OxgG4agNJ3pLcPEE,See image URL,https://media.licdn.com/dms/image/v2/D5610AQEuari4EArlCA/image-shrink_800/B56ZpaHMddIcAc-/0/1762448427775?e=1770825600&v=beta&t=AutFmNcW3fogkgLjoaWUXwEIX-y77nla813yHRS0G98
