rank,author,outlier_score,likes,comments,total_engagement,hook_type,topic,angle,structure,first_line,hook_150,full_text,url
66,Codie A. Sanchez,0.7,959,327,1342,Teacher,Entrepreneurship,Thought Leadership,Hook -> List -> Insight,The #1 killer of businesses is bad cashflow.,The #1 killer of businesses is bad cashflow.  15 other harsh business truths for you:  1. The greatest muscle you can build is urgency. Bureaucracy is,"The #1 killer of businesses is bad cashflow.

15 other harsh business truths for you:

1. The greatest muscle you can build is urgency. Bureaucracy is business poison.

2. Decrease the time between having an idea and getting it done. Everything changes.

3. Never sacrifice reputation in the name of business. You can always start another company. You can never create a new reputation.

4. Long-term games and long-term people compound. Resist shiny objects.

5. Hire smart people, pay them well, set them up for success... Then leave them the hell alone.

6. “There’s nothing worse than being sick, fat, tired and trying to run your business.” - Dana White

7. The highest ROI investment founders & owners can make is in themselves. Health shapes mindset. Mindset shapes action.

8. You're better off learning negotiation than financial modeling. Business is less spreadsheets than words.

9. The best business of all time has only you, a computer, and the send button.

10. Every additional employee increases complexity. Hiring is a last resort.

11. The best advice comes from those just a couple steps ahead of you. These people still vividly remember the problems you're facing today.

12. Sell painkillers, not vitamins. There's more money in needs than wants.

13. No discounts. Compete on value, not price. Any biz with $$$ can enter your market and bleed you out. Differentiate beyond commodity.

14. A happy customer is the most powerful marketing. Prioritize reviews. Humans are social animals.

15. If no one thinks you’re crazy, you’re too late. If everyone thinks your idea is good? Even worse. Outsized returns lie in non-conformism.

↓↓↓↓

P.S. I'm running a free masterclass for business owners (next week).

What we'll cover? 4 growth levers to increase cash flow in your biz. 

Grab your spot here (for free): https://lnkd.in/gSfvX_AF",https://www.linkedin.com/posts/codiesanchez_the-1-killer-of-businesses-is-bad-cashflow-activity-7414678769187340289-Igda?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEVV908BPUlPbdlwuoGi_61AFXdkeIH51OY
67,Codie A. Sanchez,0.7,1009,295,1332,Teacher,Finance / Money,First-Person Insight,Hook -> List -> Insight,I like ownership. Not risk...,I like ownership. Not risk...    I didn't give up a paycheck til I replaced it.  I didn't quit my job until I had a backup.  I didn't jump all in to o,"I like ownership. Not risk... 
 
I didn't give up a paycheck til I replaced it. 
I didn't quit my job until I had a backup. 
I didn't jump all in to one thing. 
 
If that’s you too, here are 10 rules for buying a business (with a little less risk): 
 
1. Don't buy an unprofitable business or turnaround. 
 
2. Beware of personal guarantee loans (especially on your first deal). 
 
3. De-risking = diversifying. You don't need to fund an entire deal yourself. Leverage seller financing, investors, business loans. 
 
4. Avoid owner-centric businesses. They might not stand once the key man leaves. 
 
5. Don't get emotionally attached to a deal. 
 
6. 100% ownership isn't the only path to success (especially on a 1st deal). Look into sweat equity or partial ownership. 
 
7. Don't project for ""ideal"" numbers. Do worst-case scenario planning. 
 
8. Do. Not. Run. Out. Of. Cash. 
 
9. There's no ""perfect business."" Only a perfect business for you. Balance deal size & your lifestyle/skills. 
 
10. Don't keep your deal private. Find a network to pressure test each deal. 
 
I could list a thousand other rules.

But if you're hungry for more, you can come to my live event in a few weeks.

February 20-22. 100% online.

I'll go over:
• How to know if biz-buying is right for you
• How to skip the worst mistakes
• Live deal making
• and so much more...

Grab your spot here → https://lnkd.in/gf6hPHdF",https://www.linkedin.com/posts/codiesanchez_i-like-ownership-not-risk-i-didnt-activity-7424817244469141505-Okyj?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABoBKrsBx3ozlVCrBn34fGmjwCmWu7INH6k
68,Codie A. Sanchez,0.7,946,334,1330,Teacher,Finance / Money,Direct Advice,Hook -> Insight -> Close,The greatest muscle you can build is urgency.,"The greatest muscle you can build is urgency.  Shrink your timelines...  When you say next quarter, push for next 60 days.  When you say next month, p","The greatest muscle you can build is urgency.

Shrink your timelines...

When you say next quarter, push for next 60 days.

When you say next month, push for 2 weeks.

When you say next week, push for 24 hours.

Not everything will get done on the new timeline, but you'll build a habit that will make you more successful than other people.

Decrease the time between having an idea and getting it done. Everything changes.

↓ ↓ ↓

If you want to push forward serious financial goals in 2026, you should look into this…

It’s live event on what I think is the single greatest skill you could learn this year to change your financial future forever.

It’s called a 3 day live event called Main Street Millionaire where we’re going deep on exactly how to find, buy, run, and scale a profitable small business.

If this sounds remotely interesting, save your spot here → https://lnkd.in/gf6hPHdF",https://www.linkedin.com/posts/codiesanchez_the-greatest-muscle-you-can-build-is-urgency-activity-7421916322613346304-iFN2?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEpL_c4Bg9eunimDzYTl-fGDJEG9oOc_G3o
69,Codie A. Sanchez,0.7,1030,186,1317,Teacher,Motherhood / Family,Thought Leadership,Hook -> List -> Insight,15 years of biz & life lessons in <500 words:,15 years of biz & life lessons in <500 words:  ↓ ↓ ↓  1. Marrying well is the biggest life hack of all.  2. Be the type of person who reaches out to o,"15 years of biz & life lessons in <500 words:

↓ ↓ ↓

1. Marrying well is the biggest life hack of all.

2. Be the type of person who reaches out to others... when you don't need something.

3. The greatest muscle you can build is urgency.

4. Most successful people move with this mindset: Entitled to nothing, willing to earn everything.

5. Pray like it's up to God. Work like it's up to you.

6. You don't need more time, you need a deadline.

7. The success you are looking for is waiting for you in the work you are currently avoiding.

8. Biographies of billionaires teach you more than self-help books.

9. Your lack of focus will kill you before your competitors ever get a chance.

10. Winning isn't an accident, it's earned.

11. Underrated superpower: Just dumb enough to believe in yourself, just smart enough to execute.

12. Complexity makes you seem smart. Simplicity makes you money.

13. Surround yourself with owners, the conversation is just different.

14. The more you learn about money, the more you realize most of us play with Legos while the really rich play chess.

15. Beginners do too much. Pros do only what's needed.

16. Underperformers want ease. Midperformers want credit. Winners want pressure.

17. Your most expensive mistake will be a ""who,"" not a ""what.""

18. If you've survived this far, the odds are actually are in your favor.

19. The formula is: keep going after it gets hard.

If you liked this post and you're NOT signed up for my newsletter... you're seriously missing out. Get it here → https://lnkd.in/ggN9g-BX",https://www.linkedin.com/posts/codiesanchez_15-years-of-biz-life-lessons-in-500-words-activity-7421204677758971905-NPFT?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEpL_c4Bg9eunimDzYTl-fGDJEG9oOc_G3o
70,Codie A. Sanchez,0.7,1094,201,1315,Fortune Teller,Leadership,Milestone Announcement,Hook -> Insight -> Close,"You guys keep asking when the next Main Street Millionaire Live is happening… and after seeing all the people who bought businesses, are making moves, and joining Owner Nation, I knew I had to bring it back ASAP.","You guys keep asking when the next Main Street Millionaire Live is happening… and after seeing all the people who bought businesses, are making moves,","You guys keep asking when the next Main Street Millionaire Live is happening… and after seeing all the people who bought businesses, are making moves, and joining Owner Nation, I knew I had to bring it back ASAP.

But this time? We’re going even bigger. Bigger speakers. Tools and frameworks you can use immediately. Real players. Everything you need to get a part of Owner Nation ASAP.

If you’re ready to stop dreaming and start owning, head over to this link to grab your ticket: https://lnkd.in/g7mjjqYQ",https://www.linkedin.com/posts/codiesanchez_main-street-millionaire-live-activity-7408877436924329985-Heon?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABeLJ0cBRf9qmMzK70WZ_-qpueVG43towVA
71,Codie A. Sanchez,0.7,964,265,1258,Teacher,Career Growth,Thought Leadership,Hook -> Insight -> Question,Best part of your business? The people.,"Best part of your business? The people.  Worst part? The people.  Business horror story time:  I hired an exec, paid her $200k a year + $200k in bonus","Best part of your business? The people.

Worst part? The people.

Business horror story time:

I hired an exec, paid her $200k a year + $200k in bonus.

She secretly launches 2 side businesses, tries to take our clients to one, and was secretly launching a competing product all within the first 6 months.

Yikes.

We found out, let her go (obviously), but I had to chuckle because she bankrupted her last company... and then changed her name since she now claims it was a success.

Moral of the story...

If you're in business, expect it.

Protect your house because your biggest costs will always be wrong people trusted.

Just me... or have you also had business horror stories?",https://www.linkedin.com/posts/codiesanchez_best-part-of-your-business-the-people-activity-7412504548742725632-B2wb?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEVV908BPUlPbdlwuoGi_61AFXdkeIH51OY
72,Codie A. Sanchez,0.6,1008,197,1222,Teacher,Motherhood / Family,Direct Advice,Hook -> List -> Insight,"""You'll look back and wish you were a better dad than a businessman.""","""You'll look back and wish you were a better dad than a businessman.""  – My dad  If you do 1 thing a year as a father, make it:  A father daughter tri","""You'll look back and wish you were a better dad than a businessman.""

– My dad

If you do 1 thing a year as a father, make it:

A father daughter trip.

You can’t get back time. So this year we went off grid to far East Arizona...

Here’s 13 lessons from the road:

1. Take trips with your parents while you can. I told our uber driver that we were going on a father daughter trip, and she said, “That’s amazing, I wish my dad was still around.” Summarizes exactly why I do this trip each year.

2. So much knowledge is lost from one generation to the other, because we never asked. I learned this weekend more about hunting, fly fishing, tracking elk, and Arizona back countries than most will ever know.

3. Met a woman named Wink. She’s 85, runs the ranch and can ride a horse, bale hay and hike faster than almost any 30 year old I know. I’m starting to think we LET our bodies get old. Also I hope someone writes about me like they do her, “A woman with grit and cow sense”

4. Cowboys speak another language. We asked “Where do the cows hang out mostly?” They said, “Well, reckon right about where they want.” We asked, “What’s your dog’s name?” She replied, “Dog.” I like them.

5. Cats are metal as f when not domesticated. You ever seen a barn cat? Maybe we should have never let those little murderers into our homes.. they’re just biding their time.

6. Cows do not want to be snuggled. Turns out all those videos on Instagram of snuggling cows are a bunch of liars. I tried a few times. Results were not great. I repeat, do not attempt to snuggle a cow.

7. You’ll never remember the things you never even tried. So, just try it.

8. We need more weekends without cell service as an option. When it’s not an option, it’s not a desire. Take a modern day service diet.

9. America is not found in urban cities. It’s found on the plains and the backwoods and the places with roads paved in dirt. They know all their neighbors, they count last names back in generations, they remember a fire or flood years ago… they are builders. And they don’t ask for permission.

10. The more rugged you go, the more rugged you become. And that’s a good thing. Self sustainability, growing your own food, weathering storms… there’s a reason Americans were tough.

11. Airbnb is not welcome here. Fast money, new people, not taking care of one another. Your bank account here is measured in impact not 0’s.

12. Mother nature is the ultimate antidepressant. There is just no way to not be in wonder while hiking a trail no man has before. While running into a beaver slapping his tail. While tracking an elk and bugling at him and he bugles back. Take a walk, get lost, get found.",https://www.linkedin.com/posts/codiesanchez_youll-look-back-and-wish-you-were-a-better-activity-7400534042590212096-PAzv?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAE0B4ksBsfe1athTetp5PvIHfXIajcjPH_c
73,Codie A. Sanchez,0.6,861,287,1188,Teacher,Entrepreneurship,Thought Leadership,Hook -> List -> Insight,"At 30, I thought I’d peaked.","At 30, I thought I’d peaked. At 39, I know I’m just getting started.  The biggest lessons this past year taught me (that you might need to hear too): ","At 30, I thought I’d peaked.
At 39, I know I’m just getting started.

The biggest lessons this past year taught me (that you might need to hear too):

1. Marrying well is the biggest life hack of all. Period.

2. You must learn to be disliked or you will find yourself stuck in a prison of other people's beliefs. 

3. Nobody ultimately cares about your life...They think about you for one second and then think about themselves again. So you might as well do what you want. 

4. Most successful people I've met aren't that smart. They move fast, they take risk, they work a lot. That's it. 

5. You don't need more time, you need a deadline. 

6. The sweet spot for success: Just dumb enough to believe in yourself, just smart enough to execute. 

7. When you hang out in rooms with people who have way more zeros than you, your problems are so small to them they can see into your future. 

8. Waking up early, being married, going to church, reading books, going to bed at 10pm, drinking less, and staying home more is actually amazing. Sorry, old people. I was wrong. 

9. The world is run by people who are probably less smart than you. Stop underestimating yourself. 

10. When you can’t be controlled, you’ll be hated. 

11. You are exactly as successful as you programmed yourself to be. 

12. Your anxiety is lying to you. You will be fine. You've survived this far, the odds actually are in your favor. 

13. Struggle is a gift. I've never met someone massively successful who hasn't gone through something that nearly destroyed them. 

14. Success demands solitude. 

15. Being fit is hard. Being fat is hard. Entrepreneurship is hard. Working a 9-5 is hard. Being miserable is hard. Doing the right thing is hard. Choose your hard.

↓↓↓

And one of the best decisions I've ever made was becoming an owner. 

It's not easy...but nothing worth doing ever is. 

If your goal for 2026 is to become an owner, you should come to my Main Street Millionaire Live event next week.

It's 3 days
Fully remote. 
Designed to teach you everything you need to know about buying a business.

More info here: https://lnkd.in/gf6hPHdF",https://www.linkedin.com/posts/codiesanchez_at-30-i-thought-id-peaked-at-39-i-know-activity-7428076050447917056-sKRz?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFhLF2wBwkJ_DbB-aWKA77KfD4J0nhoY02c
74,Codie A. Sanchez,0.6,1023,94,1127,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,How MBAs look at a 27 year old HVAC business in Omaha with no website.,How MBAs look at a 27 year old HVAC business in Omaha with no website.,How MBAs look at a 27 year old HVAC business in Omaha with no website.,https://www.linkedin.com/posts/codiesanchez_how-mbas-look-at-a-27-year-old-hvac-business-activity-7426263550177726464-IjVe?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFhLF2wBwkJ_DbB-aWKA77KfD4J0nhoY02c
75,Codie A. Sanchez,0.6,830,259,1101,Magician,Business Strategy,Pattern Interrupt,Hook -> List -> Insight,You can make life-changing money from owning a small business.,You can make life-changing money from owning a small business.  7 Main Street millionaires I met last year who did it (how they make $):  1. Trash  “T,"You can make life-changing money from owning a small business.

7 Main Street millionaires I met last year who did it (how they make $):

1. Trash

“This is gonna be forever. Trash is forever.” –Spencer of Lone Star Trash

His neighborhood trash service sucked. so he bought a truck & bins and stepped in to provide better service. Made $30k in his first 11 days.

2. Street Sweeping

“How can I make it so I don't fail? At minimum, I learn & lose 60k. At most, I have a profitable business.” –Brandon of Cleaner Streets

He had no prior experience. Bought his business from a 75-year-old owner who desperately wanted to retire. The deal was 100% seller financed, and last we spoke he scaled it from $15k/mo → $75k/mo.

3. Shipping Containers

“We had one of the few container home websites with example photos, prices, & delivery.” –Bob of Bob’s Containers

He started out just buying & selling containers. Then he flipped one into into a home. It took 3 weeks and sold for $35k. From there, he repeated & scaled.

4. Window Cleaning

“Our strategy was simple: whatever everybody else is doing, let’s do the opposite of that.” –Brandon of Pink's

Carter & Brandon got laid off during Covid. They saw opportunity in the services with a window cleaning biz. Within 3 years, they scaled to $1M+, with ~40% margins after their salaries. (Disclaimer: I own part of their business. They're cool dudes.)

5. Power Washing

“When you're willing to work, competent & relentless in execution, it turns out pocketbooks open.” –Aaron of Rolling Suds

He strategically bought his biz in a fragmented industry: power washing. Now his business is an empire, having scaled from $30k per YEAR → $800k per MONTH and 187 locations nationwide (when we last met).

6. Porta Potties

“Seeing all that trash, it was like... somebody's makin' a lot of money.” –Russell of Shep Boys

With no prior experience, he started renting porta potties.. then water tanks, then fountains... He grew from a few units to over 1,500 with $1M in revenue by year 2.

7. Painting

“I didn't need a lot of equipment, marketing, a team.. It was something I could just, do.” –Steven of That 1 Painter

He started with $12 in his bank account. Year one he finished solo at $100k. With his first crew, he cleared $500k. Now? His company is franchised across the nation (I own part of this one, too).

These owners will be the first to tell you — they’re not rich because they’re gifted.

They simply aren’t afraid to get their hands dirty, learn new skills, and work hard when others would give up.

↓↓↓↓

Want to learn how to buy & grow cashflowing, local, small businesses?

Come to my Main Street Millionaire Live Event next month.   

I will teach you how to buy one over 3 days. 

Sign up here → https://lnkd.in/gf6hPHdF",https://www.linkedin.com/posts/codiesanchez_you-can-make-life-changing-money-from-owning-activity-7420112052368728065-boME?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEpL_c4Bg9eunimDzYTl-fGDJEG9oOc_G3o
76,Codie A. Sanchez,0.6,790,267,1087,Teacher,Motherhood / Family,Thought Leadership,Hook -> List -> Insight,The average person thinks having a job is safer than starting a company.,"The average person thinks having a job is safer than starting a company.  They're wrong:  ↓ ↓ ↓  Having a job isn’t bad.  In fact, a high-paying job i","The average person thinks having a job is safer than starting a company.

They're wrong:

↓ ↓ ↓

Having a job isn’t bad.

In fact, a high-paying job is one of the only ways you can eventually get to a position where you can invest.

But you will never have true:

- Freedom
- Security
- Wealth

Without ownership.

Ready to make that leap to owning a business? Here’s your first step…

Virtual 3-day event with me and the smartest business buyers I know. The goal: collapse a decade of solo business-buying learning into 72 hours.

Get details & your ticket here: https://lnkd.in/gf6hPHdF",https://www.linkedin.com/posts/codiesanchez_having-a-job-vs-starting-a-compamy-activity-7430256628349767682-8fM9?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABZ7-HEBruCM6sZQ3V5BFFp4L-sCzx01HEI
77,Codie A. Sanchez,0.6,814,208,1076,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,"How to find, hire, & keep A-players.","How to find, hire, & keep A-players.   The Contrarian Creed:   ↓ ↓ ↓  Get my full write-up on our Creed + a guide on how to build your own here → http","How to find, hire, & keep A-players. 

The Contrarian Creed:


↓ ↓ ↓

Get my full write-up on our Creed + a guide on how to build your own here → https://lnkd.in/e5wwReaX",https://www.linkedin.com/posts/codiesanchez_contrarian-creed-activity-7399809358253170689-37uA?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAE0B4ksBsfe1athTetp5PvIHfXIajcjPH_c
78,Codie A. Sanchez,0.5,774,250,1032,Teacher,Business Strategy,Direct Advice,Hook -> List -> Insight,You only have to be right once...,You only have to be right once...  All the businesses I’ve owned since being in private equity and an operator for 15 years:  • Laundromats • Car wash,"You only have to be right once...

All the businesses I’ve owned since being in private equity and an operator for 15 years:

• Laundromats
• Car washes
• Personal styling
• Consulting
• Roofing
• Painting
• Window cleaning
• Garage restoration
• Media
• Education
• Chat & customer service
• Marketplaces
• Property management
• Airbnb
• CPG
• Cannabis
• Land
• Farming
• Packaging
• Handyman
• Restaurant
• Gym

Take your shot. Many failed. But many more worked.

It’s all gone by in a blink. Wild how fast time moves.

↓↓↓

Curious about ownership but want to learn more about what you're getting yourself into?... I got you. 

I'm running a 3 day live event this month!

It's February 20-22. 100% online.

And I'll go over:

• How to know if biz-buying is right for you
• How to find a biz to buy
• Live deal making
• and the list goes on...

Hope to see you there: https://lnkd.in/gf6hPHdF",https://www.linkedin.com/posts/codiesanchez_you-only-have-to-be-right-once-all-the-activity-7425180167033004033-WUwU?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABoBKrsBx3ozlVCrBn34fGmjwCmWu7INH6k
79,Codie A. Sanchez,0.5,808,184,1018,Teacher,Entrepreneurship,Thought Leadership,Hook -> List -> Insight,An entire generation has been misled about startups and wealth.,"An entire generation has been misled about startups and wealth.  Entrepreneurship is hard.  You'll lose money, sleep, time, and at the end of the day…","An entire generation has been misled about startups and wealth.

Entrepreneurship is hard.

You'll lose money, sleep, time, and at the end of the day… It’s statistically likely that you’ll still fail.

Business IS risk.
You SHOULD expect to fail.
You can never FULLY eliminate risk.

But...

There is 1 path to entrepreneurship that increases your chance of success:

Acquisition.

Buying a business, THEN building it.

Let’s look at the failure rates of the most common acquisition loan…

Default rate for SBA 7(a) loans:
• 2021 best year: 1.02%
• 2008 worst year: 24.7%

Compare to the failure rate of startups:
• 23% fail within 1 year
• 48% fail after 5 years
• 65% fail after 10 years

So why do acquisitions fail LESS?

3 main reasons:

1. The bank won’t give you a loan if the business is clearly a bad idea financially.
2. Cashflow covers a multitude of sins. Even unhealthy acquired biz's can generate cash.
3. Lindy Effect: the longer it has succeeded, the more likely it is to continue succeeding.

But the fact is, despite lower failure rates…

Acquisitions can still be catastrophic failures.

Why?

It often boils down to 1 of 3 issues:

1. It was a risky/bad deal to begin with.
2. The deal price and/or terms set up the buyer for failure.
3. Bad cash management (this is the #1 reason ANY business fails)

Don’t want your acquisition to fail?

Simple. Don’t make one of those mistakes.

Piece of cake, right? 😉

↓↓↓↓

If you want to learn the fundamentals of buying a business, then here’s your invitation to my short, jam-packed, free biz-discovery deep dive on December 9th.

💥 Register here → https://lnkd.in/e24qgbuh

(But FYI: this is a live virtual class, so spots will fill up fast)",https://www.linkedin.com/posts/codiesanchez_an-entire-generation-has-been-misled-about-activity-7403439240820482049-rW5-?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAAZHa_MBjyPSifUwtJTumM7WvyEQp1ka14g
80,Codie A. Sanchez,0.5,720,253,986,Magician,Philanthropy / Cause,Pattern Interrupt,Hook -> List -> Insight,"Warning: I will bully every one of you into doing deals, committing to a partner, reading books, and building something.","Warning: I will bully every one of you into doing deals, committing to a partner, reading books, and building something.  Our generation NEEDS to do h","Warning: I will bully every one of you into doing deals, committing to a partner, reading books, and building something.

Our generation NEEDS to do hard things.

Here’s exactly why:

- There’s 333 million Americans
- 1 in 10 own a business
- But 77% owners are OVER the age of 45

It’s time for the next generation to step up.

They say 10,000 boomers retire a day, which means:

- Someone needs to run those businesses
- But the majority of kids DO NOT want to take over the family biz
- So opportunity is uniquely big for buyers

Because small businesses have 3 potential fates once their owner is ready to move on:

1. They shut down.

2. They’re bought up by institutions and corporations.

3. OR people like you from your community step up and keep Main Street local.

Problem is...

Most people have no clue how to buy a small business. Or why they should. Or if they should.

But my mission is to build a nation of owners. To teach this from the ground up.

Even if it takes a little bullying ;)

So…

If you’ve read this far, I have something special for you:

I’m hosting a 3-day live event called Main Street Millionaire in February. 

Maybe you...

- Don't know how to find the right business for you
- Don't know how to analyze the numbers
- Or, don't know where to even start

But we'll show you. 

Save your spot here → https://lnkd.in/g7mjjqYQ",https://www.linkedin.com/posts/codiesanchez_warning-i-will-bully-every-one-of-you-into-activity-7419028903715069952-ZTB9?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAF0xL_oByCbKvMWnw2gqp5d9JJD_HZczzDg
81,Codie A. Sanchez,0.5,676,287,977,Teacher,Philanthropy / Cause,Thought Leadership,Hook -> List -> Insight,Forget AI slop.,Forget AI slop.  PE slop is destroying America.  Private equity has turned every strip mall into “copy-pastable” template that’s taking the soul out o,"Forget AI slop.

PE slop is destroying America.

Private equity has turned every strip mall into “copy-pastable” template that’s taking the soul out of our local communities.

Here’s a quick breakdown of “PE slop” (and the opportunity it creates):

You've probably felt it but couldn't name it:

Walk into your local coffee shop, restaurant, or home service company...

Something feels off.

There’s a reason for that:

In 2000, private equity firms managed 4% of total U.S. corporate equity.

By 2021, that number had gone up to 20%.

That's a 5x increase of firms optimizing your Main Street for spreadsheets instead of soul.

That said, PE isn't pure evil.

In 2024, PE-backed companies employed 13.3M workers earning $1.1 trillion in wages.

That's an average of $85K per worker.

But in order to get systems, capital, and efficiency, we traded down and lost soul.

Private equity's mandate is:

- Generate returns for institutional investors
- Turn money into more money
- Do it in a 3-7 year window

Their investors are pensions, endowments, family offices.

They're fiduciaries, not families.

Compare that to the individual owner.

They're not chasing maximum IRR over 5 years.

They want respectable income, purpose, and independence.

They want to own their time and build something worth handing to their kids.

The good news is many owners actually WANT to sell to someone who cares personally about the product, people, and town.

Someone who understands what it means to serve the same customers for 30 years.

But there's massive friction...

There are too many roadblocks that keep good buyers out:

- Owner's books are a mess
- They're not financially ready
- They're not psychologically ready

Many owners ARE their business.

Selling feels like dying. So they hold on until it's too late.

Therein lies an opportunity:

Thousands of small businesses will NEVER make sense for private equity.

They’re too small. Too messy. Too local.

But they're perfect for driven individuals who want ownership...and many of you reading this fit this bill…

Our goal at Contrarian Thinking isn't just to preserve jobs.

It's to create new paths to ownership that keeps pride, people, employees, and community in the equation.

To make it easier for everyday people to step in.

And keep Main Street from turning into a giant bowl of slop.

That said, ""easier"" doesn't mean ""easy.""

Most people aren't built for the pressure of ownership.

But those who are can literally rewrite what this country looks and feels like.

One biz at a time.

The timing couldn't be better.

AI and tech are shortening traditional career ladders.

For those who want control over their time and future, buying a business isn't just aspirational anymore.

It's practical.

And if you're still reading this, I have something for you to nudge you along your ownership journey.

I put together a guide with the 5 best businesses to buy in 2025 & the common mistakes to avoid.

Grab it here: https://bit.ly/3K4k2t9",https://www.linkedin.com/posts/codiesanchez_forget-ai-slop-pe-slop-is-destroying-america-activity-7396910336592887808-64cS?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEDtBswBjVuwVG0otHjNJlWi2-yeplMOI40
82,Codie A. Sanchez,0.5,653,283,957,Teacher,Entrepreneurship,Practical Framework,Hook -> List -> Insight,Mistakes people make when they want to own a business:,Mistakes people make when they want to own a business:  1. They build it from scratch instead of buy. 2. They take months or years to cashflow. 3. The,"Mistakes people make when they want to own a business:

1. They build it from scratch instead of buy.
2. They take months or years to cashflow.
3. They go for biz's doomed for failure...

I've developed a framework that avoids these mistakes.

I call it SOWS.

SOWS tells you the *types* of businesses you should buy.

You use it for finding biz's with:
• Lower risk
• Profitability
• A reasonable price
• Potential for growth
• Simple (not easy) execution

SOWS stands for Stale, Old, Weak, & Simple.

It's a straightforward way to screen your first deals and build upon them. Let’s dive in:

1. Stale

Half the businesses in your hometown fit. The place runs okay, but:
• No testimonials
• Website from 2005
• Limited social media
• Still use a fax machine

This leaves a lot of room for easy innovation when you buy... AND you don't price that into the purchase.

2. Old

These are businesses that have existed for 5+ years. If you want cashflow... Give me a 25-year-old car wash over a startup run by 25-year-olds any day.

The Lindy Effect says if it's existed for some time it will likely continue to exist. Old biz’s can be hidden gems.

3. Weak

Buy a biz with poor competition. When was the last time you got a plumber:
• On time
• With automated billing
• Who sent follow-up texts?

There are 3 easy fixes right there to make you better than competitors.

4. Simple

Simple business model. Simple operations.

If you can easily explain your first few deals to an 8-year-old, you’re on the right track.

Don’t get distracted by shiny things when working toward your first business.

Run with what already works.

Just make it better.

↓ ↓ ↓

FYI...On December 9th, I'm hosting a (free) Masterclass on the 10-step process I've used to buy dozens of these kinds of ""SOWS"" businesses.

My goal  is to 1. give you the confidence & 2. give you the roadmap to buy your first biz. 

Hope to see you there!

Here's the link to register btw if you're interested: https://lnkd.in/e24qgbuh",https://www.linkedin.com/posts/codiesanchez_sows-framework-activity-7402346115221856256-iL3n?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAAZHa_MBjyPSifUwtJTumM7WvyEQp1ka14g
83,Codie A. Sanchez,0.5,668,245,942,Contrarian,Finance / Money,Challenging Convention,Hook -> Punch Line,The biggest opportunity most people overlook:,The biggest opportunity most people overlook:   Buying private businesses.  Here's why sellers sell (so you can capitalize on it):  ↓ ↓ ↓  Quick fyi..,"The biggest opportunity most people overlook: 

Buying private businesses.

Here's why sellers sell (so you can capitalize on it):

↓ ↓ ↓

Quick fyi...business-buying is NOT a piece of cake. It's complex and a lot of work... but so worth it.

On December 9th, I'm hosting a (free) Masterclass on the 10-step process I've used to buy dozens of cashflowing businesses.

There's limited space, so save your spot here today → https://lnkd.in/e24qgbuh",https://www.linkedin.com/posts/codiesanchez_the-7-ds-activity-7401259529751142400-TgAP?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAAZHa_MBjyPSifUwtJTumM7WvyEQp1ka14g
84,Codie A. Sanchez,0.5,766,137,923,Teacher,Entrepreneurship,Thought Leadership,Hook -> List -> Insight,My advice to most:,"My advice to most:  Don't start, buy.  Entrepreneurship is incredibly hard.  - Failure rate: 90% failure rate - Avg salary: $46k  Instead go buy a pro","My advice to most:

Don't start, buy.

Entrepreneurship is incredibly hard.

- Failure rate: 90% failure rate
- Avg salary: $46k

Instead go buy a profitable business using SBA loans just like you would a mortgage.

Fastest way to own a $1M rev biz? Buy

↓↓↓

P.S. Want me to bully you into buying a biz? 

Sign up here and I'll get it done in 72 hours: https://lnkd.in/gf6hPHdF",https://www.linkedin.com/posts/codiesanchez_my-advice-to-most-dont-start-buy-entrepreneurship-activity-7413237455719432192-gHHh?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEVV908BPUlPbdlwuoGi_61AFXdkeIH51OY
